order_id,time,total,employee_id
67,10/1/23 13:44,8.5,1
68,10/1/23 13:44,18,4
69,10/1/23 15:15,23,2
70,10/1/23 15:15,11.9,1
71,10/1/23 15:15,20,1
72,10/1/23 15:15,21.1,4
73,10/1/23 15:15,18.7,4
74,10/1/23 13:05,22.3,4
75,10/1/23 11:53,10.4,1
76,10/1/23 11:53,23.1,4
77,10/1/23 17:05,16.6,2
78,10/1/23 17:05,8.5,4
79,10/1/23 17:05,9.8,1
80,10/1/23 17:05,24.7,4
81,10/1/23 19:16,20.8,2
82,10/1/23 12:37,22.3,2
83,10/1/23 12:37,11.9,1
84,10/1/23 12:37,16.8,4
85,10/1/23 12:37,23.2,2
86,10/1/23 12:37,19.6,4
87,10/1/23 16:00,10.4,1
88,10/1/23 16:00,8.3,4
89,10/1/23 16:00,18.2,4
90,10/1/23 14:00,18.3,1
91,10/1/23 18:50,5.2,2
92,10/1/23 12:57,21.7,1
93,10/1/23 12:57,21.1,2
94,10/1/23 12:57,20.4,4
95,10/1/23 12:57,23.2,1
96,10/1/23 12:57,15,2
97,10/1/23 12:57,10.6,2
98,10/1/23 12:57,16.3,2
99,10/1/23 12:57,11.2,1
100,10/1/23 12:57,22.3,2
101,10/1/23 12:57,11.9,2
102,10/1/23 12:57,22.5,2
103,10/1/23 12:57,21.7,4
104,10/1/23 12:57,9.8,1
105,10/1/23 18:10,8.5,1
106,10/1/23 18:10,11.2,1
107,10/1/23 18:10,23.2,4
108,10/1/23 18:10,23.4,2
109,10/1/23 18:10,16.5,2
110,10/1/23 18:10,9.8,2
111,10/1/23 18:10,15,1
112,10/1/23 18:10,10.4,2
113,10/1/23 18:10,11.9,2
114,10/1/23 18:10,11.9,2
115,10/1/23 18:10,22.3,4
116,10/1/23 14:47,16.8,2
117,10/1/23 14:47,18.1,4
118,10/1/23 14:47,21,2
119,10/1/23 19:09,21.9,1
120,10/1/23 19:09,8.5,2
121,10/1/23 13:53,21.7,1
122,10/1/23 13:53,4.4,4
123,10/1/23 13:53,13.7,4
124,10/1/23 13:53,9.8,4
125,10/1/23 13:53,20.2,1
126,10/1/23 13:53,9.8,2
127,10/1/23 13:53,24.7,2
128,10/1/23 13:53,11.9,2
129,10/1/23 13:53,5.2,1
130,10/1/23 13:53,21.6,2
131,10/1/23 13:53,16.6,4
132,10/1/23 13:53,24.9,2
133,10/1/23 13:53,11.3,2
134,10/1/23 13:53,18.3,4
135,10/1/23 13:53,15.6,1
136,10/1/23 13:53,5.2,2
137,10/1/23 13:53,21.7,4
138,10/1/23 15:26,11.3,4
139,10/1/23 15:26,21.9,1
140,10/1/23 11:50,13.4,2
141,10/1/23 11:50,5.2,1
142,10/1/23 11:50,15.7,1
143,10/1/23 11:50,11.3,2
144,10/1/23 11:50,11.9,4
145,10/1/23 11:50,17.1,1
146,10/1/23 11:50,12.7,2
147,10/1/23 11:50,8.5,2
148,10/1/23 11:50,18.6,1
149,10/1/23 11:50,21.7,1
150,10/1/23 11:50,21.1,1
151,10/1/23 13:17,11.2,1
152,10/1/23 13:17,11.9,2
153,10/1/23 13:17,10.4,1
154,10/1/23 13:17,22.3,4
155,10/1/23 13:17,24,1
156,10/1/23 15:43,11.9,4
157,10/1/23 15:43,18.3,1
158,10/1/23 15:43,11.3,2
159,10/1/23 15:43,11.3,4
160,10/1/23 15:43,25.5,1
161,10/1/23 15:43,18.7,1
162,10/1/23 15:43,11.9,2
163,10/1/23 15:43,17.3,2
164,10/1/23 14:13,8.3,2
165,10/1/23 14:13,6.7,4
166,10/1/23 14:13,24.6,1
167,10/1/23 14:13,8.3,4
168,10/1/23 14:13,11.5,4
169,10/1/23 14:13,18.6,1
170,10/1/23 14:13,11.3,2
171,10/1/23 19:52,15,1
172,10/1/23 19:52,11.2,2
173,10/1/23 19:52,9.8,4
174,10/1/23 19:52,9.8,4
175,10/1/23 19:52,10.4,1
176,10/1/23 19:52,11.9,1
177,10/1/23 19:52,20.9,2
178,10/1/23 16:16,18.7,2
179,10/1/23 17:28,11.2,2
180,10/1/23 17:28,20.2,2
181,10/1/23 17:28,11.3,2
182,10/1/23 17:28,13.5,1
183,10/1/23 17:28,5.4,1
184,10/1/23 17:28,8.5,4
185,10/1/23 17:28,22.3,2
186,10/1/23 17:28,21.9,1
187,10/1/23 17:28,19.6,2
188,10/1/23 17:28,11.3,4
189,10/1/23 12:45,13.4,1
190,10/1/23 12:45,11.9,1
191,10/1/23 16:21,17.1,4
192,10/1/23 16:21,16.6,1
193,10/1/23 16:21,21.7,2
194,10/1/23 16:21,31.4,1
195,10/1/23 16:21,11.2,1
196,10/1/23 16:21,20.2,4
197,10/1/23 16:21,9.8,4
198,10/1/23 16:21,8.3,1
199,10/1/23 16:21,23.2,1
200,10/1/23 11:06,25.5,4
201,10/1/23 11:06,20.4,1
202,10/1/23 11:06,25.3,4
203,10/1/23 11:06,5.2,1
204,10/1/23 11:06,26.8,1
205,10/1/23 11:06,13.4,1
206,10/1/23 11:06,11.3,2
207,10/1/23 11:06,18.1,4
208,10/1/23 11:06,27.6,2
209,10/1/23 11:06,11.9,2
210,10/1/23 11:06,20.2,1
211,10/1/23 17:34,18.1,4
212,10/1/23 17:34,8.3,1
213,10/1/23 17:34,10.4,1
214,10/1/23 14:15,23.2,2
215,10/1/23 14:15,18.1,4
216,10/1/23 14:15,13.4,1
217,10/1/23 14:15,24.7,1
218,10/1/23 14:15,21.9,4
219,10/1/23 14:15,11.2,4
220,10/1/23 14:15,25.3,1
221,10/1/23 13:07,21.9,1
222,10/1/23 13:07,11.3,4
223,10/1/23 13:07,21.9,4
224,10/1/23 17:15,8.3,2
225,10/1/23 17:15,27,4
226,10/1/23 17:15,11.5,2
227,10/1/23 17:15,18.6,2
228,10/1/23 17:15,21,1
229,10/1/23 17:15,10.4,2
230,10/1/23 16:53,6.7,4
231,10/1/23 16:53,13.4,4
232,10/1/23 16:53,11.3,1
233,10/1/23 16:53,13.4,1
234,10/1/23 16:53,8.3,2
235,10/1/23 16:53,24.7,1
236,10/1/23 16:53,5.2,2
237,10/2/23 17:36,11.9,1
238,10/2/23 17:36,11.9,2
239,10/2/23 17:36,20.1,5
240,10/2/23 17:36,10.4,5
241,10/2/23 17:36,20.2,5
242,10/2/23 18:54,19.6,5
243,10/2/23 18:54,18.3,2
244,10/2/23 18:54,11.2,5
245,10/2/23 13:32,11.3,2
246,10/2/23 13:32,11.3,2
247,10/2/23 15:42,5.4,5
248,10/2/23 15:42,9.8,5
249,10/2/23 15:42,15,5
250,10/2/23 12:17,17.8,2
251,10/2/23 12:17,22.7,2
252,10/2/23 12:17,20.2,1
253,10/2/23 12:17,20.2,2
254,10/2/23 12:17,8.5,1
255,10/2/23 20:49,13.4,1
256,10/2/23 20:49,15,2
257,10/2/23 20:49,13.4,5
258,10/2/23 20:49,8.5,2
259,10/2/23 20:49,21.7,5
260,10/2/23 20:49,15,5
261,10/2/23 20:49,9.8,1
262,10/2/23 20:20,21.1,2
263,10/2/23 20:20,17.1,1
264,10/2/23 17:08,5.2,1
265,10/2/23 17:08,19.8,2
266,10/2/23 17:08,24.9,1
267,10/2/23 17:08,16.6,2
268,10/2/23 14:19,10.4,2
269,10/2/23 14:19,9.8,1
270,10/2/23 14:19,18.7,2
271,10/2/23 14:19,11.3,5
272,10/2/23 14:19,4.4,2
273,10/2/23 14:19,23.4,2
274,10/2/23 11:54,10.4,1
275,10/2/23 13:29,19.6,1
276,10/2/23 13:29,8.5,5
277,10/2/23 13:29,21.7,5
278,10/2/23 14:14,21,2
279,10/2/23 14:14,11.9,2
280,10/2/23 14:14,8.5,5
281,10/2/23 10:43,6.7,2
282,10/2/23 10:43,24.7,5
283,10/2/23 10:43,16.8,1
284,10/2/23 10:43,21.1,5
285,10/2/23 10:43,9.8,5
286,10/2/23 18:44,17.1,1
287,10/2/23 18:44,5.2,5
288,10/2/23 18:44,8.3,2
289,10/2/23 15:23,8.5,5
290,10/2/23 15:23,22.3,2
291,10/2/23 15:23,15.7,1
292,10/2/23 15:03,18.3,1
293,10/2/23 19:49,8.3,5
294,10/2/23 19:49,23.2,1
295,10/2/23 19:49,10.4,5
296,10/2/23 16:38,20,5
297,10/2/23 18:30,29.1,2
298,10/2/23 18:30,22.6,2
299,10/2/23 19:42,11.3,5
300,10/2/23 19:42,17.1,5
301,10/2/23 19:42,14.2,1
302,10/2/23 19:42,15.7,1
303,10/2/23 10:49,9.8,5
304,10/2/23 10:49,5.4,5
305,10/2/23 10:49,8.3,5
306,10/2/23 15:33,10.4,1
307,10/2/23 15:33,17.1,2
308,10/2/23 15:33,15.7,2
309,10/2/23 15:33,21.7,5
310,10/2/23 15:33,8.3,5
311,10/2/23 15:33,23.8,2
312,10/2/23 19:07,19.8,5
313,10/2/23 19:07,19.8,2
314,10/2/23 19:07,13.4,5
315,10/2/23 19:07,16.5,1
316,10/2/23 19:07,5.2,5
317,10/2/23 19:07,9.8,2
318,10/2/23 19:07,11.2,5
319,10/2/23 19:07,9.8,5
320,10/2/23 19:07,8.5,2
321,10/2/23 19:07,21.7,5
322,10/2/23 14:34,20,5
323,10/2/23 14:34,13.4,5
324,10/2/23 14:34,8.3,5
325,10/2/23 14:34,13.5,1
326,10/2/23 14:34,8.3,5
327,10/2/23 14:34,19.6,1
328,10/2/23 14:34,8.3,1
329,10/2/23 14:34,11.9,5
330,10/2/23 14:34,21.6,2
331,10/2/23 18:18,20,1
332,10/2/23 18:18,11.9,2
333,10/2/23 18:18,17.1,1
334,10/2/23 18:18,11.3,5
335,10/2/23 18:18,16.7,5
336,10/2/23 18:18,13.4,1
337,10/2/23 18:03,11.2,1
338,10/2/23 18:03,21.7,5
339,10/2/23 18:03,13.4,2
340,10/2/23 18:03,21.7,5
341,10/2/23 17:18,20.8,1
342,10/2/23 17:18,11.9,2
343,10/2/23 17:18,11.3,5
344,10/2/23 17:18,26.1,1
345,10/2/23 12:58,11.9,1
346,10/2/23 12:58,10.4,1
347,10/2/23 12:58,24.7,2
348,10/2/23 13:17,20.2,1
349,10/2/23 19:50,8.5,2
350,10/2/23 19:50,23.2,5
351,10/2/23 11:28,16.6,1
352,10/2/23 11:28,10.4,1
353,10/2/23 11:28,11.3,2
354,10/2/23 11:28,8.3,5
355,10/2/23 11:28,20.2,5
356,10/2/23 11:28,10.4,1
357,10/2/23 11:28,6.7,1
358,10/2/23 11:28,8.3,2
359,10/2/23 11:28,8.5,1
360,10/2/23 14:07,23.1,1
361,10/2/23 14:07,16.3,2
362,10/2/23 14:07,21.7,1
363,10/2/23 14:07,10.4,1
364,10/2/23 14:07,13.4,5
365,10/2/23 14:07,10.4,5
366,10/2/23 14:07,10.4,1
367,10/2/23 10:20,15,2
368,10/2/23 12:12,11.2,2
369,10/2/23 12:12,6.7,5
370,10/2/23 12:12,15.6,5
371,10/2/23 12:12,25.3,1
372,10/2/23 12:12,20.1,5
373,10/2/23 12:12,23.8,2
374,10/2/23 12:12,10.4,1
375,10/2/23 12:12,9.8,1
376,10/2/23 12:12,21.1,5
377,10/2/23 12:12,6.7,5
378,10/2/23 14:15,22.5,5
379,10/2/23 14:15,8.3,1
380,10/2/23 14:15,9.8,1
381,10/2/23 14:15,15,2
382,10/2/23 12:07,13.4,2
383,10/2/23 12:07,15,5
384,10/2/23 11:25,13.4,1
385,10/2/23 11:25,9.8,1
386,10/2/23 11:25,13.4,5
387,10/2/23 11:13,16.4,2
388,10/2/23 11:13,20.2,1
389,10/2/23 11:13,9.8,5
390,10/2/23 11:13,11.9,1
391,10/2/23 11:13,11.3,5
392,10/2/23 11:13,10.4,1
393,10/2/23 16:25,10.4,2
394,10/2/23 16:20,6.7,1
395,10/2/23 16:20,23.2,5
396,10/2/23 15:47,11.9,5
397,10/2/23 15:47,8.3,5
398,10/2/23 15:47,16.5,5
399,10/2/23 15:47,8.5,5
400,10/2/23 15:47,21.9,1
401,10/2/23 15:47,13.4,1
402,10/2/23 15:47,10.4,5
403,10/2/23 15:47,8.5,5
404,10/2/23 15:47,10.4,5
405,10/2/23 15:47,21.7,2
406,10/2/23 15:47,9.8,2
407,10/2/23 15:47,25.3,2
408,10/2/23 15:47,8.5,5
409,10/2/23 17:02,9.8,1
410,10/2/23 17:02,13.4,5
411,10/2/23 17:02,18.7,5
412,10/2/23 17:02,11.9,2
413,10/2/23 20:42,11.3,2
414,10/2/23 20:42,16.7,1
415,10/2/23 20:42,21.7,5
416,10/2/23 12:29,20.2,5
417,10/2/23 12:29,23.2,1
418,10/2/23 12:29,9.8,2
419,10/2/23 12:29,15.7,2
420,10/2/23 12:29,12.9,5
421,10/2/23 12:29,9.8,5
422,10/2/23 12:29,24.6,1
423,10/2/23 12:29,21.7,1
424,10/2/23 13:08,21.9,1
425,10/2/23 13:08,13.4,2
426,10/2/23 13:08,18.8,1
427,10/2/23 13:08,11.1,5
428,10/3/23 15:33,15.7,7
429,10/3/23 15:33,23.8,4
430,10/3/23 15:33,18.6,2
431,10/3/23 15:33,18.1,7
432,10/3/23 15:33,19.5,4
433,10/3/23 15:33,18.6,4
434,10/3/23 15:33,8.3,4
435,10/3/23 15:33,4.4,2
436,10/3/23 15:33,10.4,4
437,10/3/23 15:33,15.2,4
438,10/3/23 15:33,5.2,2
439,10/3/23 20:46,20.2,2
440,10/3/23 20:46,15,4
441,10/3/23 20:46,13.4,4
442,10/3/23 20:46,11.9,4
443,10/3/23 20:46,21,7
444,10/3/23 18:28,11.3,7
445,10/3/23 18:28,23.8,7
446,10/3/23 13:34,24.6,4
447,10/3/23 13:34,11.9,4
448,10/3/23 12:18,16.5,2
449,10/3/23 12:18,24.6,7
450,10/3/23 12:18,20.2,4
451,10/3/23 12:18,19.8,4
452,10/3/23 12:18,13.9,4
453,10/3/23 12:18,22.6,4
454,10/3/23 12:18,4.4,7
455,10/3/23 13:40,11.3,4
456,10/3/23 13:40,25.3,4
457,10/3/23 13:40,13.4,2
458,10/3/23 13:40,5.2,2
459,10/3/23 13:40,18.1,2
460,10/3/23 13:40,6.7,2
461,10/3/23 13:40,10.4,7
462,10/3/23 13:40,11.3,7
463,10/3/23 13:40,18.3,4
464,10/3/23 13:40,20,2
465,10/3/23 13:40,11.9,7
466,10/3/23 13:40,9.8,2
467,10/3/23 16:46,19.8,4
468,10/3/23 16:46,22.8,2
469,10/3/23 16:46,26.9,2
470,10/3/23 16:46,23.2,4
471,10/3/23 16:46,11.3,4
472,10/3/23 16:46,10.4,4
473,10/3/23 16:46,21.7,7
474,10/3/23 16:46,20.8,4
475,10/3/23 16:46,11.5,7
476,10/3/23 14:48,24.2,7
477,10/3/23 14:48,9.8,2
478,10/3/23 14:48,11.3,7
479,10/3/23 14:48,27.2,4
480,10/3/23 14:48,21.1,2
481,10/3/23 15:04,18,2
482,10/3/23 15:04,5.2,2
483,10/3/23 15:04,9.8,4
484,10/3/23 15:04,18.1,4
485,10/3/23 12:35,25.3,7
486,10/3/23 12:35,18.9,7
487,10/3/23 12:35,24,7
488,10/3/23 12:35,17.3,2
489,10/3/23 12:35,10.4,7
490,10/3/23 12:35,11.9,7
491,10/3/23 12:35,11.9,7
492,10/3/23 12:35,11.3,7
493,10/3/23 12:35,8.3,4
494,10/3/23 12:35,18.1,7
495,10/3/23 12:35,21.6,7
496,10/3/23 12:35,11.3,2
497,10/3/23 12:35,11.5,4
498,10/3/23 12:35,21.6,2
499,10/3/23 13:07,11.9,7
500,10/3/23 12:43,10.4,4
501,10/3/23 12:43,11.3,4
502,10/3/23 12:43,19.8,7
503,10/3/23 12:43,11.9,2
504,10/3/23 12:43,15.6,4
505,10/3/23 12:43,13.4,7
506,10/3/23 12:43,13.4,2
507,10/3/23 12:43,13.5,7
508,10/3/23 12:43,15,7
509,10/3/23 12:43,24.7,4
510,10/3/23 12:43,13.7,2
511,10/3/23 12:43,18.7,2
512,10/3/23 12:43,10.4,7
513,10/3/23 12:43,19.8,2
514,10/3/23 12:43,8.3,7
515,10/3/23 12:43,18.7,7
516,10/3/23 12:43,18.6,2
517,10/3/23 12:43,10.4,7
518,10/3/23 12:43,20.2,2
519,10/3/23 12:43,17.1,7
520,10/3/23 12:43,20.2,4
521,10/3/23 11:47,13.4,4
522,10/3/23 11:47,11.9,4
523,10/3/23 11:47,19.6,2
524,10/3/23 11:47,23.8,7
525,10/3/23 11:47,13.4,7
526,10/3/23 11:47,13.4,4
527,10/3/23 11:47,20.2,7
528,10/3/23 11:47,18.1,2
529,10/3/23 11:47,21.7,2
530,10/3/23 11:47,21,4
531,10/3/23 11:47,10.4,4
532,10/3/23 11:47,15.6,2
533,10/3/23 16:38,5.4,4
534,10/3/23 11:12,25.3,4
535,10/3/23 11:12,15.7,7
536,10/3/23 11:12,11.9,7
537,10/3/23 11:12,9.8,2
538,10/3/23 11:12,10.4,2
539,10/3/23 11:12,8.5,4
540,10/3/23 11:12,11.3,7
541,10/3/23 14:57,22.6,7
542,10/3/23 10:00,9.8,7
543,10/3/23 10:00,19.6,7
544,10/3/23 10:00,11.9,4
545,10/3/23 10:00,23.8,4
546,10/3/23 10:00,8.3,7
547,10/3/23 10:00,11.2,2
548,10/3/23 10:00,18.1,2
549,10/3/23 10:42,18.1,7
550,10/3/23 10:42,11.5,4
551,10/3/23 14:44,18.7,7
552,10/3/23 14:44,29.1,4
553,10/3/23 14:44,22.4,4
554,10/3/23 14:44,11.3,7
555,10/3/23 14:44,10.4,2
556,10/3/23 17:58,22.6,2
557,10/3/23 18:33,11.3,4
558,10/3/23 17:04,8.5,2
559,10/3/23 17:04,13.4,2
560,10/3/23 17:04,16.5,7
561,10/3/23 17:04,15,2
562,10/3/23 17:04,22.3,2
563,10/3/23 20:17,11.2,4
564,10/3/23 20:17,19.5,4
565,10/3/23 20:17,11.3,7
566,10/3/23 20:17,16.8,2
567,10/3/23 20:07,11.9,7
568,10/3/23 19:20,19.6,7
569,10/3/23 19:20,5.2,7
570,10/3/23 19:20,21.7,7
571,10/3/23 19:20,11.2,2
572,10/3/23 19:20,8.5,2
573,10/3/23 14:21,17.1,4
574,10/3/23 14:21,16.3,2
575,10/3/23 14:21,8.3,2
576,10/3/23 14:21,20.9,7
577,10/3/23 14:21,11.3,4
578,10/3/23 14:21,21.1,7
579,10/3/23 14:21,9.8,7
580,10/3/23 14:21,15.7,2
581,10/3/23 14:21,13.4,7
582,10/3/23 14:21,21.9,4
583,10/3/23 16:05,21.7,2
584,10/3/23 16:05,4.4,2
585,10/3/23 16:05,9.8,4
586,10/3/23 16:05,10.4,2
587,10/3/23 16:05,25.5,2
588,10/3/23 16:05,22.3,4
589,10/3/23 19:29,11.2,4
590,10/3/23 11:09,9.8,7
591,10/3/23 11:09,9.8,4
592,10/3/23 11:09,8.3,4
593,10/3/23 11:09,11.9,2
594,10/4/23 19:58,11.3,3
595,10/4/23 19:58,11.3,8
596,10/4/23 19:58,22.6,3
597,10/4/23 19:58,21.7,5
598,10/4/23 19:58,20.2,3
599,10/4/23 19:58,13.4,5
600,10/4/23 19:58,13.4,8
601,10/4/23 19:58,25.3,8
602,10/4/23 19:58,12.9,5
603,10/4/23 19:58,11.3,8
604,10/4/23 19:58,25.3,8
605,10/4/23 19:58,6.7,5
606,10/4/23 19:58,8.5,8
607,10/4/23 19:58,19.6,3
608,10/4/23 19:58,15.7,5
609,10/4/23 19:58,18.7,8
610,10/4/23 19:58,13.4,5
611,10/4/23 19:58,9.8,8
612,10/4/23 19:58,10.4,5
613,10/4/23 19:58,20.4,8
614,10/4/23 19:58,21.6,3
615,10/4/23 19:58,23.1,5
616,10/4/23 19:58,13.9,5
617,10/4/23 19:58,27,5
618,10/4/23 19:58,18.7,8
619,10/4/23 10:40,24.9,3
620,10/4/23 10:40,5.2,3
621,10/4/23 16:31,22.7,5
622,10/4/23 16:31,11.9,3
623,10/4/23 16:31,10.4,3
624,10/4/23 16:31,11.9,3
625,10/4/23 16:31,21.7,3
626,10/4/23 16:31,10.4,3
627,10/4/23 16:31,16.8,8
628,10/4/23 16:31,13.4,8
629,10/4/23 16:31,10.4,5
630,10/4/23 12:47,4.4,3
631,10/4/23 20:25,19.5,8
632,10/4/23 20:25,23.2,8
633,10/4/23 20:25,22.8,5
634,10/4/23 20:25,4.4,3
635,10/4/23 20:25,10.4,5
636,10/4/23 20:25,11.3,8
637,10/4/23 20:25,11.9,3
638,10/4/23 20:25,22.4,8
639,10/4/23 20:25,8.3,5
640,10/4/23 20:25,20.8,5
641,10/4/23 19:56,11.9,5
642,10/4/23 11:03,13.4,8
643,10/4/23 11:03,11.9,3
644,10/4/23 11:03,21.9,3
645,10/4/23 20:30,25.3,8
646,10/4/23 20:30,27,8
647,10/4/23 15:43,21.6,5
648,10/4/23 15:43,26.9,3
649,10/4/23 15:43,8.3,3
650,10/4/23 11:51,10.4,3
651,10/4/23 11:51,20,3
652,10/4/23 20:03,11.9,8
653,10/4/23 20:03,13.4,3
654,10/4/23 20:03,18.7,5
655,10/4/23 20:03,22.5,3
656,10/4/23 20:03,10.4,8
657,10/4/23 20:03,6.7,3
658,10/4/23 13:50,8.3,5
659,10/4/23 13:50,9.8,5
660,10/4/23 13:50,11.3,5
661,10/4/23 19:45,15,8
662,10/4/23 19:45,11.9,5
663,10/4/23 17:26,22.3,3
664,10/4/23 17:26,16.5,8
665,10/4/23 17:26,17.1,5
666,10/4/23 17:26,5.4,8
667,10/4/23 17:26,17.1,3
668,10/4/23 17:26,23.1,5
669,10/4/23 17:26,23.8,8
670,10/4/23 16:54,18.2,5
671,10/4/23 16:54,24.7,3
672,10/4/23 16:54,18.3,3
673,10/4/23 16:54,8.5,3
674,10/4/23 17:47,11.9,5
675,10/4/23 17:47,19.6,8
676,10/4/23 12:54,10.4,5
677,10/4/23 12:54,23.4,8
678,10/4/23 12:54,11.3,8
679,10/4/23 12:54,11.3,3
680,10/4/23 12:54,11.9,5
681,10/4/23 16:30,13.7,5
682,10/4/23 16:30,10.4,8
683,10/4/23 16:30,23.2,8
684,10/4/23 16:30,11.3,3
685,10/4/23 16:30,18.6,5
686,10/4/23 16:30,20.9,3
687,10/4/23 16:30,17,3
688,10/4/23 11:24,10.4,8
689,10/4/23 11:24,10.4,5
690,10/4/23 11:24,8.3,3
691,10/4/23 11:24,8.5,3
692,10/4/23 11:24,8.3,3
693,10/4/23 11:24,11.3,5
694,10/4/23 11:24,6.7,8
695,10/4/23 11:24,11.5,8
696,10/4/23 11:24,11.3,3
697,10/4/23 11:24,17.9,8
698,10/4/23 15:55,8.5,8
699,10/4/23 15:55,5.4,3
700,10/4/23 15:03,6.7,8
701,10/4/23 15:03,5.2,8
702,10/4/23 16:40,11.2,5
703,10/4/23 13:36,11.3,3
704,10/4/23 13:36,20.8,3
705,10/4/23 13:36,15,8
706,10/4/23 13:36,18.6,5
707,10/4/23 13:36,23.2,8
708,10/4/23 13:36,20.8,8
709,10/4/23 11:57,20.8,8
710,10/4/23 11:57,10.4,5
711,10/4/23 11:57,6.7,8
712,10/4/23 13:21,22.5,3
713,10/4/23 13:21,21.1,5
714,10/4/23 13:21,15.2,5
715,10/4/23 13:21,18.9,3
716,10/4/23 13:21,16.8,3
717,10/4/23 13:21,23.2,5
718,10/4/23 13:21,18,3
719,10/4/23 10:53,9.8,3
720,10/4/23 10:53,6.7,8
721,10/4/23 10:53,11.9,8
722,10/4/23 10:53,6.7,8
723,10/4/23 10:53,9.8,8
724,10/4/23 13:20,9.8,3
725,10/4/23 13:20,16.5,8
726,10/4/23 13:20,11.2,5
727,10/4/23 13:20,6.7,5
728,10/4/23 13:20,22.3,8
729,10/4/23 13:20,13.4,8
730,10/4/23 13:20,15.7,5
731,10/4/23 13:20,9.6,3
732,10/4/23 13:20,5.2,3
733,10/4/23 13:20,15.8,3
734,10/4/23 13:20,9.8,3
735,10/4/23 13:20,16.7,5
736,10/4/23 13:20,24.7,3
737,10/4/23 13:20,27.6,8
738,10/4/23 13:20,19.6,3
739,10/4/23 14:47,8.3,8
740,10/4/23 14:47,9.8,5
741,10/4/23 14:47,22.8,5
742,10/4/23 14:47,11.3,8
743,10/4/23 14:44,16.5,3
744,10/4/23 14:44,20.2,8
745,10/5/23 12:01,11.9,6
746,10/5/23 12:01,6.7,6
747,10/5/23 12:01,29.1,5
748,10/5/23 12:01,22.3,3
749,10/5/23 12:01,18.7,6
750,10/5/23 12:01,21.9,3
751,10/5/23 12:01,25.3,6
752,10/5/23 12:01,5.2,3
753,10/5/23 12:01,27.6,6
754,10/5/23 12:01,10.4,5
755,10/5/23 16:58,9.8,6
756,10/5/23 16:58,13.4,5
757,10/5/23 16:58,20.1,3
758,10/5/23 16:58,15,3
759,10/5/23 19:20,23.4,3
760,10/5/23 19:20,23.2,3
761,10/5/23 19:20,18.1,3
762,10/5/23 19:20,19.8,3
763,10/5/23 19:20,18,3
764,10/5/23 12:09,16.3,5
765,10/5/23 12:09,19.6,6
766,10/5/23 12:09,8.3,6
767,10/5/23 12:09,11.3,6
768,10/5/23 12:09,11.9,3
769,10/5/23 12:09,4.4,3
770,10/5/23 12:09,11.3,3
771,10/5/23 12:09,9.8,3
772,10/5/23 17:17,11.9,6
773,10/5/23 17:17,9.8,3
774,10/5/23 17:17,13.5,6
775,10/5/23 17:17,21,5
776,10/5/23 17:17,21.1,3
777,10/5/23 17:17,11.3,6
778,10/5/23 17:17,15.7,3
779,10/5/23 17:17,22.4,3
780,10/5/23 17:17,20.2,3
