order_item_id,order_id,quantity,container_id
346,221,1,6
347,221,1,8
348,222,1,3
349,223,1,6
350,223,1,8
351,224,1,1
352,225,1,12
353,225,1,3
354,226,1,11
355,227,1,6
356,227,1,7
357,228,1,9
358,228,1,2
359,229,1,4
360,230,1,10
361,231,1,6
362,232,1,3
363,233,1,6
364,234,1,1
365,235,1,6
366,235,1,3
367,236,1,7
368,237,1,5
369,238,1,5
370,239,1,10
371,239,1,6
372,240,1,4
373,241,1,1
374,241,1,5
375,242,1,1
376,242,1,3
377,243,1,8
378,243,1,2
379,244,1,9
380,245,1,3
381,246,1,3
382,247,1,14
383,248,1,2
384,249,1,7
385,249,1,2
386,250,1,13
387,250,1,6
388,251,1,11
389,251,1,9
390,252,1,2
391,252,1,4
392,253,1,4
393,253,1,2
394,254,1,8
395,255,1,6
396,256,1,2
397,256,1,7
398,257,1,6
399,258,1,8
400,259,1,5
401,259,1,2
402,260,1,7
403,260,1,2
404,261,1,2
405,262,1,3
406,262,1,2
407,263,1,10
408,263,1,4
409,264,1,7
410,265,1,1
411,265,1,11
412,266,1,11
413,266,1,6
414,267,1,1
415,267,1,1
416,268,1,4
417,269,1,2
418,270,1,1
419,270,1,4
420,271,1,3
421,272,1,13
422,273,1,5
423,273,1,11
424,274,1,4
425,275,1,2
426,275,1,2
427,276,1,8
428,277,1,5
429,277,1,2
430,278,1,9
431,278,1,2
432,279,1,5
433,280,1,8
434,281,1,10
435,282,1,6
436,282,1,3
437,283,1,1
438,283,1,8
439,284,1,2
440,284,1,3
441,285,1,2
442,286,1,4
443,286,1,10
444,287,1,7
445,288,1,1
446,289,1,8
447,290,1,5
448,290,1,4
449,291,1,12
450,292,1,8
451,292,1,2
452,293,1,1
453,294,1,5
454,294,1,3
455,295,1,4
456,296,1,11
457,296,1,8
458,297,1,6
459,297,1,12
460,298,1,3
461,298,1,3
462,299,1,3
463,300,1,7
464,300,1,5
465,301,1,13
466,301,1,2
467,302,1,12
468,303,1,2
469,304,1,14
470,305,1,1
471,306,1,4
472,307,1,10
473,307,1,4
474,308,1,3
475,308,1,13
476,309,1,5
477,309,1,2
478,310,1,1
479,311,1,5
480,311,1,5
481,312,1,3
482,312,1,8
483,313,1,8
484,313,1,3
485,314,1,6
486,315,1,10
487,315,1,2
488,316,1,7
489,317,1,2
490,318,1,9
491,319,1,2
492,320,1,8
493,321,1,4
494,321,1,3
495,322,1,11
496,322,1,8
497,323,1,6
498,324,1,1
499,325,1,1
500,325,1,7
501,326,1,1
502,327,1,3
503,327,1,1
504,328,1,1
505,329,1,5
506,330,1,9
507,330,1,4
508,331,1,11
509,331,1,8
510,332,1,5
511,333,1,7
512,333,1,5
513,334,1,3
514,335,1,3
515,335,1,14
516,336,1,6
517,337,1,9
518,338,1,3
519,338,1,4
520,339,1,6
521,340,1,3
522,340,1,4
523,341,1,4
524,341,1,4
525,342,1,5
526,343,1,3
527,344,1,12
528,344,1,4
529,345,1,5
530,346,1,4
531,347,1,6
532,347,1,3
533,348,1,2
534,348,1,4
535,349,1,8
536,350,1,3
537,350,1,5
538,351,1,9
539,351,1,14
540,352,1,4
541,353,1,3
542,354,1,1
543,355,1,2
544,355,1,4
545,356,1,7
546,356,1,7
547,357,1,10
548,358,1,1
549,359,1,8
550,360,1,9
551,360,1,5
552,361,1,5
553,361,1,13
554,362,1,4
555,362,1,3
556,363,1,4
557,364,1,6
558,365,1,4
559,366,1,4
560,367,1,7
561,367,1,2
562,368,1,9
563,369,1,10
564,370,1,4
565,370,1,7
566,371,1,5
567,371,1,6
568,372,1,13
569,372,1,12
570,373,1,5
571,373,1,5
572,374,1,4
573,375,1,2
574,376,1,2
575,376,1,3
576,377,1,10
577,378,1,9
578,378,1,3
579,379,1,1
580,380,1,2
581,381,1,7
582,381,1,2
583,382,1,6
584,383,1,7
585,383,1,2
586,384,1,6
587,385,1,2
588,386,1,6
589,387,1,7
590,387,1,9
591,388,1,4
592,388,1,2
593,389,1,2
594,390,1,5
595,391,1,3
596,392,1,4
597,393,1,4
598,394,1,10
599,395,1,2
600,395,1,6
601,396,1,5
602,397,1,1
603,398,1,10
604,398,1,2
605,399,1,8
606,400,1,6
607,400,1,8
608,401,1,6
609,402,1,4
610,403,1,8
611,404,1,4
612,405,1,4
613,405,1,3
614,406,1,2
615,407,1,6
616,407,1,5
617,408,1,8
618,409,1,2
619,410,1,6
620,411,1,1
621,411,1,4
622,412,1,5
623,413,1,3
624,414,1,7
625,414,1,11
626,415,1,4
627,415,1,3
628,416,1,4
629,416,1,2
630,417,1,6
631,417,1,2
632,418,1,2
633,419,1,12
634,420,1,13
635,420,1,8
636,421,1,2
637,422,1,6
638,422,1,9
639,423,1,2
640,423,1,5
641,424,1,4
642,424,1,11
643,425,1,6
644,426,1,6
645,426,1,14
646,427,1,10
647,427,1,13
648,428,1,12
649,429,1,5
650,429,1,5
651,430,1,10
652,430,1,5
653,431,1,2
654,431,1,1
655,432,1,9
656,432,1,1
657,433,1,10
658,433,1,5
659,434,1,1
660,435,1,13
661,436,1,4
662,437,1,8
663,437,1,10
664,438,1,7
665,439,1,4
666,439,1,2
667,440,1,7
668,440,1,2
669,441,1,6
670,442,1,5
671,443,1,2
672,443,1,9
673,444,1,3
674,445,1,6
675,445,1,4
676,446,1,9
677,446,1,6
678,447,1,5
679,448,1,2
680,448,1,10
681,449,1,6
682,449,1,9
683,450,1,4
684,450,1,2
685,451,1,8
686,451,1,3
687,452,1,14
688,452,1,8
689,453,1,3
690,453,1,3
691,454,1,13
692,455,1,3
693,456,1,6
694,456,1,5
695,457,1,6
696,458,1,7
697,459,1,1
698,459,1,2
699,460,1,10
700,461,1,7
701,461,1,7
702,462,1,3
703,463,1,8
704,463,1,2
705,464,1,8
706,464,1,11
707,465,1,5
708,466,1,2
709,467,1,11
710,467,1,1
711,468,1,11
712,468,1,3
713,469,1,12
714,469,1,9
715,470,1,2
716,470,1,6
717,471,1,3
718,472,1,4
719,473,1,5
720,473,1,2
721,474,1,4
722,474,1,4
723,475,1,11
724,476,1,12
725,476,1,8
726,477,1,2
727,478,1,3
728,479,1,11
729,479,1,12
730,480,1,3
731,480,1,2
732,481,1,10
733,481,1,3
734,482,1,7
735,483,1,2
736,484,1,2
737,484,1,1
738,485,1,5
739,485,1,6
740,486,1,4
741,486,1,8
742,487,1,1
743,487,1,12
744,488,1,14
745,488,1,5
746,489,1,4
747,490,1,5
748,491,1,5
749,492,1,3
750,493,1,1
751,494,1,2
752,494,1,1
753,495,1,4
754,495,1,9
755,496,1,3
756,497,1,11
757,498,1,9
758,498,1,4
759,499,1,5
760,500,1,4
761,501,1,3
762,502,1,8
763,502,1,3
764,503,1,10
765,503,1,7
766,504,1,7
767,504,1,4
768,505,1,6
769,506,1,6
770,507,1,1
771,507,1,7
772,508,1,1
773,508,1,10
774,509,1,6
775,509,1,3
776,510,1,1
777,510,1,14
778,511,1,1
779,511,1,4
780,512,1,4
781,513,1,1
782,513,1,11
783,514,1,1
784,515,1,4
785,515,1,1
786,516,1,5
787,516,1,10
788,517,1,4
789,518,1,5
790,518,1,1
791,519,1,5
792,519,1,7
793,520,1,4
794,520,1,2
795,521,1,6
796,522,1,5
797,523,1,3
798,523,1,1
799,524,1,5
800,524,1,5
801,525,1,6
802,526,1,6
803,527,1,2
804,527,1,4
805,528,1,2
806,528,1,1
807,529,1,6
808,529,1,1
809,530,1,9
810,530,1,2
811,531,1,4
812,532,1,4
813,532,1,7
814,533,1,14
815,534,1,6
816,534,1,5
817,535,1,12
818,536,1,5
819,537,1,2
820,538,1,4
821,539,1,8
822,540,1,3
823,541,1,3
824,541,1,3
825,542,1,2
826,543,1,2
827,543,1,2
828,544,1,5
829,545,1,4
830,545,1,6
831,546,1,1
832,547,1,9
833,548,1,2
834,548,1,1
835,549,1,2
836,549,1,1
837,550,1,11
838,551,1,4
839,551,1,1
840,552,1,6
841,552,1,12
842,553,1,12
843,553,1,10
844,554,1,3
845,555,1,4
846,556,1,3
847,556,1,3
848,557,1,3
849,558,1,8
850,559,1,6
851,560,1,7
852,560,1,3
853,561,1,2
854,561,1,7
855,562,1,5
856,562,1,4
857,563,1,9
858,564,1,1
859,564,1,9
860,565,1,3
861,566,1,8
862,566,1,1
863,567,1,5
864,568,1,3
865,568,1,1
866,569,1,7
867,570,1,4
868,570,1,3
869,571,1,9
870,572,1,8
871,573,1,7
872,573,1,5
873,574,1,13
874,574,1,5
875,575,1,1
876,576,1,7
877,576,1,12
878,577,1,3
879,578,1,3
880,578,1,2
881,579,1,2
882,580,1,12
883,581,1,6
884,582,1,4
885,582,1,11
886,583,1,4
887,583,1,3
888,584,1,13
889,585,1,2
890,586,1,4
891,587,1,2
892,587,1,12
893,588,1,5
894,588,1,4
895,589,1,9
896,590,1,2
897,591,1,2
898,592,1,1
899,593,1,5
900,594,1,3
901,595,1,3
902,596,1,3
903,596,1,3
904,597,1,5
905,597,1,2
906,598,1,4
907,598,1,2
908,599,1,6
909,600,1,6
910,601,1,6
911,601,1,5
912,602,1,13
913,602,1,8
914,603,1,3
915,604,1,6
916,604,1,5
917,605,1,10
918,606,1,8
919,607,1,1
920,607,1,3
921,608,1,12
922,609,1,1
923,609,1,4
924,610,1,6
925,611,1,2
926,612,1,4
927,613,1,5
928,613,1,8
929,614,1,4
930,614,1,9
931,615,1,5
932,615,1,9
933,616,1,8
934,616,1,14
935,617,1,12
936,617,1,3
937,618,1,4
938,618,1,1
939,619,1,11
940,619,1,6
941,620,1,7
942,621,1,11
943,621,1,9
944,622,1,5
945,623,1,4
946,624,1,5
947,625,1,4
948,625,1,3
949,626,1,7
950,626,1,7
951,627,1,1
952,627,1,8
953,628,1,6
954,629,1,4
955,630,1,13
956,631,1,9
957,631,1,1
958,632,1,6
959,632,1,2
960,633,1,3
961,633,1,11
962,634,1,13
963,635,1,4
964,636,1,3
965,637,1,5
966,638,1,12
967,638,1,10
968,639,1,1
969,640,1,4
970,640,1,4
971,641,1,5
972,642,1,6
973,643,1,5
974,644,1,11
975,644,1,4
976,645,1,6
977,645,1,5
978,646,1,3
979,646,1,12
980,647,1,9
981,647,1,4
982,648,1,9
983,648,1,12
984,649,1,1
985,650,1,4
986,651,1,8
987,651,1,11
988,652,1,5
989,653,1,6
990,654,1,4
991,654,1,1
992,655,1,3
993,655,1,9
994,656,1,4
995,657,1,10
996,658,1,1
997,659,1,2
998,660,1,3
999,661,1,7
1000,661,1,2
1001,662,1,5
1002,663,1,5
1003,663,1,4
1004,664,1,7
1005,664,1,3
1006,665,1,7
1007,665,1,5
1008,666,1,14
1009,667,1,7
1010,667,1,5
1011,668,1,5
1012,668,1,9
1013,669,1,6
1014,669,1,4
1015,670,1,10
1016,670,1,11
1017,671,1,3
1018,671,1,6
1019,672,1,2
1020,672,1,8
1021,673,1,8
1022,674,1,5
1023,675,1,3
1024,675,1,1
1025,676,1,4
1026,677,1,5
1027,677,1,11
1028,678,1,3
1029,679,1,3
1030,680,1,5
1031,681,1,8
1032,681,1,7
1033,682,1,4
1034,683,1,3
1035,683,1,5
1036,684,1,3
1037,685,1,10
1038,685,1,5
1039,686,1,7
1040,686,1,12
1041,687,1,8
1042,687,1,8
1043,688,1,4
1044,689,1,4
1045,690,1,1
1046,691,1,8
1047,692,1,1
1048,693,1,3
1049,694,1,10
1050,695,1,11
1051,696,1,3
1052,697,1,9
1053,697,1,10
1054,698,1,8
1055,699,1,14
1056,700,1,10
1057,701,1,7
1058,702,1,9
1059,703,1,3
1060,704,1,4
1061,704,1,4
1062,705,1,10
1063,705,1,1
1064,706,1,7
1065,706,1,6
1066,707,1,3
1067,707,1,5
1068,708,1,4
1069,708,1,4
1070,709,1,4
1071,709,1,4
1072,710,1,4
1073,711,1,10
1074,712,1,3
1075,712,1,9
1076,713,1,3
1077,713,1,2
1078,714,1,14
1079,714,1,2
1080,715,1,4
1081,715,1,8
1082,716,1,1
1083,716,1,8
1084,717,1,5
1085,717,1,3
1086,718,1,10
1087,718,1,3
1088,719,1,2
1089,720,1,10
1090,721,1,5
1091,722,1,10
1092,723,1,2
1093,724,1,2
1094,725,1,2
1095,725,1,10
1096,726,1,9
1097,727,1,10
1098,728,1,4
1099,728,1,5
1100,729,1,6
1101,730,1,12
1102,731,1,13
1103,731,1,7
1104,732,1,7
1105,733,1,14
1106,733,1,4
1107,734,1,2
1108,735,1,7
1109,735,1,11
1110,736,1,6
1111,736,1,3
1112,737,1,5
1113,737,1,12
1114,738,1,2
1115,738,1,2
1116,739,1,1
1117,740,1,2
1118,741,1,3
1119,741,1,11
1120,742,1,3
1121,743,1,2
1122,743,1,10
1123,744,1,5
1124,744,1,1
1125,745,1,5
1126,746,1,10
1127,747,1,12
1128,747,1,6
1129,748,1,4
1130,748,1,5
1131,749,1,1
1132,749,1,4
1133,750,1,4
1134,750,1,11
1135,751,1,6
1136,751,1,5
1137,752,1,7
1138,753,1,12
1139,753,1,5
1140,754,1,4
1141,755,1,2
1142,756,1,6
1143,757,1,10
1144,757,1,6
1145,758,1,7
1146,758,1,2
1147,759,1,11
1148,759,1,5
1149,760,1,3
1150,760,1,5
1151,761,1,2
1152,761,1,1
1153,762,1,1
1154,762,1,11
1155,763,1,10
1156,763,1,3
1157,764,1,13
1158,764,1,5
1159,765,1,2
1160,765,1,2
1161,766,1,1
1162,767,1,3
1163,768,1,5
1164,769,1,13
1165,770,1,3
1166,771,1,2
1167,772,1,5
1168,773,1,2
1169,774,1,7
1170,774,1,1
1171,775,1,9
1172,775,1,2
1173,776,1,3
1174,776,1,2
1175,777,1,3
1176,778,1,12
1177,779,1,9
1178,779,1,9
1179,780,1,1
1180,780,1,5
1181,781,1,4
1182,782,1,6
1183,782,1,2
1184,783,1,3
1185,783,1,14
1186,784,1,6
1187,785,1,8
1188,785,1,4
1189,786,1,3
1190,786,1,4
1191,787,1,1
1192,787,1,3
1193,788,1,7
1194,789,1,4
1195,790,1,10
1196,790,1,14
1197,791,1,10
1198,791,1,2
1199,792,1,4
1200,793,1,2
1201,794,1,1
1202,795,1,1
1203,796,1,7
1204,796,1,14
1205,797,1,6
1206,798,1,4
1207,798,1,3
1208,799,1,10
1209,800,1,6
1210,801,1,12
1211,801,1,9
1212,802,1,5
1213,802,1,1
1214,803,1,13
1215,803,1,12
1216,804,1,9
1217,805,1,1
1218,805,1,2
1219,806,1,7
1220,807,1,3
1221,807,1,5
1222,808,1,2
1223,809,1,4
1224,809,1,8
1225,810,1,3
1226,810,1,5
1227,811,1,2
1228,812,1,10
1229,813,1,11
1230,813,1,6
1231,814,1,2
1232,814,1,6
1233,815,1,3
1234,815,1,2
1235,816,1,3
1236,816,1,13
1237,817,1,7
1238,818,1,5
1239,818,1,14
1240,819,1,3
1241,819,1,12
1242,820,1,3
1243,821,1,4
1244,822,1,10
1245,822,1,10
1246,823,1,3
1247,824,1,1
1248,824,1,6
1249,825,1,3
1250,825,1,7
1251,826,1,7
1252,827,1,4
1253,828,1,5
1254,828,1,10
1255,829,1,3
1256,830,1,2
1257,830,1,11
1258,831,1,9
1259,831,1,8
1260,832,1,8
1261,833,1,1
1262,834,1,5
1263,834,1,2
1264,835,1,3
1265,836,1,1
1266,837,1,2
1267,838,1,13
1268,838,1,4
1269,839,1,3
1270,839,1,14
1271,840,1,2
1272,841,1,6
1273,842,1,2
1274,843,1,10
1275,844,1,12
1276,845,1,12
1277,845,1,3
1278,846,1,6
1279,847,1,1
1280,848,1,14
1281,848,1,5
1282,849,1,12
1283,849,1,3
1284,850,1,8
1285,851,1,3
1286,851,1,5
1287,852,1,2
1288,852,1,5
1289,853,1,9
1290,854,1,3
1291,854,1,2
1292,855,1,2
1293,856,1,7
1294,856,1,9
1295,857,1,6
1296,857,1,3
1297,858,1,11
1298,859,1,5
1299,859,1,11
1300,860,1,9
1301,861,1,4
1302,862,1,1
1303,862,1,9
1304,863,1,2
1305,864,1,5
1306,864,1,4
1307,865,1,6
1308,865,1,2
1309,866,1,7
1310,866,1,7
1311,867,1,5
1312,867,1,9
1313,868,1,14
1314,869,1,3
1315,869,1,2
1316,870,1,3
1317,870,1,8
1318,871,1,3
1319,872,1,3
1320,873,1,9
1321,874,1,5
1322,874,1,2
1323,875,1,3
1324,876,1,14
1325,876,1,3
1326,877,1,3
1327,878,1,7
1328,879,1,1
1329,880,1,2
1330,880,1,3
1331,881,1,1
1332,881,1,3
1333,882,1,5
1334,882,1,10
1335,883,1,2
1336,883,1,1
1337,884,1,12
1338,885,1,6
1339,886,1,1
1340,886,1,4
1341,887,1,4
1342,888,1,5
1343,888,1,8
1344,889,1,6
1345,890,1,9
1346,890,1,4
1347,891,1,3
1348,891,1,12
1349,892,1,4
1350,893,1,11
1351,894,1,5
1352,895,1,2
1353,896,1,13
1354,897,1,1
1355,897,1,3
1356,898,1,6
1357,899,1,1
1358,899,1,7
1359,900,1,2
1360,901,1,2
1361,902,1,5
1362,902,1,11
1363,903,1,5
1364,903,1,13
1365,904,1,5
1366,904,1,5
1367,905,1,9
1368,906,1,5
1369,906,1,1
1370,907,1,10
1371,908,1,1
1372,909,1,1
1373,910,1,4
1374,911,1,1
1375,911,1,4
1376,912,1,3
1377,912,1,8
1378,913,1,4
1379,914,1,2
1380,914,1,4
1381,915,1,3
1382,916,1,5
1383,916,1,10
1384,917,1,2
1385,918,1,2
1386,919,1,7
1387,919,1,10
1388,920,1,3
1389,920,1,3
1390,921,1,8
1391,921,1,3
1392,922,1,2
1393,923,1,2
1394,923,1,2
1395,924,1,5
1396,924,1,4
1397,925,1,10
1398,926,1,2
1399,927,1,1
1400,928,1,12
1401,928,1,6
1402,929,1,2
1403,929,1,5
1404,930,1,1
1405,931,1,9
1406,931,1,2
1407,932,1,14
1408,933,1,3
1409,934,1,3
1410,935,1,3
1411,935,1,1
1412,936,1,2
1413,936,1,9
1414,937,1,5
1415,937,1,3
1416,938,1,4
1417,939,1,5
1418,939,1,5
1419,940,1,3
1420,940,1,5
1421,941,1,11
1422,942,1,5
1423,942,1,8
1424,943,1,2
1425,944,1,14
1426,945,1,2
1427,945,1,13
1428,946,1,12
1429,947,1,10
1430,948,1,5
1431,949,1,2
1432,950,1,7
1433,951,1,6
1434,951,1,7
1435,952,1,9
1436,953,1,7
1437,953,1,3
1438,954,1,1
1439,955,1,4
1440,956,1,10
1441,956,1,2
1442,957,1,2
1443,958,1,6
1444,959,1,7
1445,960,1,5
1446,961,1,3
1447,962,1,3
1448,963,1,2
1449,964,1,12
1450,965,1,2
1451,966,1,6
1452,967,1,8
1453,967,1,7
1454,968,1,4
1455,968,1,11
1456,969,1,10
1457,969,1,1
1458,970,1,12
1459,971,1,10
1460,971,1,4
1461,972,1,5
1462,973,1,4
1463,973,1,2
1464,974,1,5
1465,974,1,1
1466,975,1,3
1467,975,1,1
1468,976,1,4
1469,976,1,3
1470,977,1,3
1471,977,1,3
1472,978,1,7
1473,978,1,2
1474,979,1,6
1475,980,1,1
1476,980,1,2
1477,981,1,2
1478,981,1,4
1479,982,1,14
1480,983,1,5
1481,983,1,3
1482,984,1,6
1483,984,1,8
1484,985,1,1
1485,986,1,5
1486,987,1,6
1487,988,1,13
1488,989,1,7
1489,990,1,4
1490,990,1,3
1491,991,1,5
1492,992,1,6
1493,992,1,4
1494,993,1,8
1495,994,1,13
1496,995,1,5
1497,995,1,6
1498,996,1,2
1499,996,1,7
1500,997,1,5
1501,997,1,5
1502,998,1,3
1503,998,1,10
1504,999,1,7
1505,999,1,2
1506,1000,1,8
1507,1000,1,8
1508,1001,1,8
1509,1001,1,4
1510,1002,1,3
1511,1002,1,11
1512,1003,1,6
1513,1004,1,1
1514,1004,1,10
1515,1005,1,5
1516,1005,1,2
1517,1006,1,8
1518,1007,1,2
1519,1007,1,2
1520,1008,1,5
1521,1008,1,10
1522,1009,1,4
1523,1009,1,3
1524,1010,1,9
1525,1010,1,5
1526,1011,1,1
1527,1011,1,1
1528,1012,1,5
1529,1012,1,6
1530,1013,1,7
1531,1014,1,9
1532,1015,1,8
1533,1015,1,1
1534,1016,1,2
1535,1016,1,12
1536,1017,1,10
1537,1017,1,4
1538,1018,1,10
1539,1019,1,4
1540,1020,1,2
1541,1021,1,1
1542,1021,1,6
1543,1022,1,10
1544,1023,1,10
1545,1024,1,8
1546,1024,1,4
1547,1025,1,5
1548,1026,1,9
1549,1026,1,10
1550,1027,1,2
1551,1027,1,2
1552,1028,1,4
1553,1028,1,5
1554,1029,1,9
1555,1029,1,5
1556,1030,1,9
1557,1031,1,2
1558,1031,1,9
1559,1032,1,10
1560,1032,1,4
1561,1033,1,2
1562,1034,1,5
1563,1034,1,3
1564,1035,1,3
1565,1035,1,6
1566,1036,1,4
1567,1037,1,4
1568,1038,1,2
1569,1038,1,5
1570,1039,1,12
1571,1039,1,12
1572,1040,1,5
1573,1041,1,5
1574,1041,1,11
1575,1042,1,7
1576,1043,1,1
1577,1043,1,2
1578,1044,1,1
1579,1045,1,8
1580,1046,1,4
1581,1046,1,12
1582,1047,1,3
1583,1047,1,7
1584,1048,1,1
1585,1049,1,3
1586,1049,1,5
1587,1050,1,4
1588,1051,1,3
1589,1052,1,6
1590,1052,1,3
1591,1053,1,8
1592,1053,1,1
1593,1054,1,4
1594,1054,1,10
1595,1055,1,2
1596,1056,1,3
1597,1056,1,6
1598,1057,1,1
1599,1058,1,2
1600,1058,1,6
1601,1059,1,3
1602,1060,1,7
1603,1061,1,3
1604,1061,1,6
1605,1062,1,5
1606,1063,1,5
1607,1064,1,4
1608,1064,1,10
1609,1065,1,5
1610,1066,1,2
1611,1066,1,4
1612,1067,1,8
1613,1067,1,3
1614,1068,1,3
1615,1069,1,4
1616,1069,1,1
1617,1070,1,13
1618,1071,1,6
1619,1072,1,2
1620,1072,1,2
1621,1073,1,11
1622,1074,1,10
1623,1074,1,4
1624,1075,1,2
1625,1075,1,8
1626,1076,1,14
1627,1077,1,2
1628,1078,1,10
1629,1078,1,5
1630,1079,1,10
1631,1080,1,3
1632,1081,1,7
1633,1082,1,4
1634,1083,1,3
1635,1083,1,9
1636,1084,1,4
1637,1084,1,3
1638,1085,1,5
1639,1086,1,5
1640,1087,1,2
1641,1087,1,8
1642,1088,1,11
1643,1088,1,3
1644,1089,1,10
1645,1090,1,8
1646,1090,1,2
